names	abundances	samples	treatments
M00967_43_000000000-A3JHG_1_1105_18988_15558	1	F3D143	Late
M00967_43_000000000-A3JHG_1_1105_18988_15558	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1112_12715_8487	4	F3D0	Early
M00967_43_000000000-A3JHG_1_1112_12715_8487	5	F3D145	Late
M00967_43_000000000-A3JHG_1_1112_12715_8487	24	F3D147	Late
M00967_43_000000000-A3JHG_1_1112_12715_8487	1	F3D3	Early
M00967_43_000000000-A3JHG_1_1112_12715_8487	4	F3D5	Early
M00967_43_000000000-A3JHG_1_1112_12715_8487	1	F3D8	Early
M00967_43_000000000-A3JHG_1_1105_14922_22316	1	F3D8	Early
M00967_43_000000000-A3JHG_1_1111_12899_5675	1	F3D142	Late
M00967_43_000000000-A3JHG_1_1111_12899_5675	1	F3D9	Early
M00967_43_000000000-A3JHG_1_2111_6039_9306	1	F3D9	Early
M00967_43_000000000-A3JHG_1_2105_22135_19871	1	F3D3	Early
M00967_43_000000000-A3JHG_1_2109_14413_2449	1	F3D3	Early
M00967_43_000000000-A3JHG_1_1102_14993_16910	1	F3D148	Late
M00967_43_000000000-A3JHG_1_2110_19623_12472	1	F3D7	Early
M00967_43_000000000-A3JHG_1_2114_13884_15208	1	F3D141	Late
M00967_43_000000000-A3JHG_1_2114_13884_15208	1	F3D142	Late
M00967_43_000000000-A3JHG_1_2114_13884_15208	3	F3D143	Late
M00967_43_000000000-A3JHG_1_2114_13884_15208	1	F3D144	Late
M00967_43_000000000-A3JHG_1_2114_13884_15208	4	F3D145	Late
M00967_43_000000000-A3JHG_1_2114_13884_15208	1	F3D146	Late
M00967_43_000000000-A3JHG_1_2114_13884_15208	3	F3D147	Late
M00967_43_000000000-A3JHG_1_2114_13884_15208	3	F3D148	Late
M00967_43_000000000-A3JHG_1_2114_13884_15208	3	F3D149	Late
M00967_43_000000000-A3JHG_1_2114_13884_15208	1	F3D150	Late
M00967_43_000000000-A3JHG_1_1103_15776_7109	1	F3D144	Late
M00967_43_000000000-A3JHG_1_1103_15776_7109	14	F3D147	Late
M00967_43_000000000-A3JHG_1_1101_20589_8650	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1105_15318_9427	1	F3D142	Late
M00967_43_000000000-A3JHG_1_1105_15318_9427	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1105_15318_9427	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1113_13105_21336	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1113_25205_6894	1	F3D146	Late
M00967_43_000000000-A3JHG_1_1113_12882_9143	1	F3D145	Late
M00967_43_000000000-A3JHG_1_1111_25638_13115	1	F3D8	Early
M00967_43_000000000-A3JHG_1_1107_15708_17981	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1107_15708_17981	1	F3D7	Early
M00967_43_000000000-A3JHG_1_2101_13911_2481	1	F3D9	Early
M00967_43_000000000-A3JHG_1_2104_11018_16527	1	F3D149	Late
M00967_43_000000000-A3JHG_1_2108_27303_17375	1	F3D2	Early
M00967_43_000000000-A3JHG_1_2108_24082_19618	3	F3D148	Late
M00967_43_000000000-A3JHG_1_2108_24082_19618	13	F3D7	Early
M00967_43_000000000-A3JHG_1_1107_15327_17780	1	F3D142	Late
M00967_43_000000000-A3JHG_1_1113_11232_14725	1	F3D142	Late
M00967_43_000000000-A3JHG_1_1107_17052_3882	1	F3D1	Early
M00967_43_000000000-A3JHG_1_2112_22323_22944	1	F3D145	Late
M00967_43_000000000-A3JHG_1_1114_11237_4361	1	F3D6	Early
M00967_43_000000000-A3JHG_1_2101_25412_7972	1	F3D3	Early
M00967_43_000000000-A3JHG_1_1112_22274_20191	1	F3D1	Early
M00967_43_000000000-A3JHG_1_2114_9526_8096	1	F3D146	Late
M00967_43_000000000-A3JHG_1_1102_14900_7576	1	F3D1	Early
M00967_43_000000000-A3JHG_1_1102_7847_17999	1	F3D2	Early
M00967_43_000000000-A3JHG_1_1108_15765_14436	1	F3D7	Early
M00967_43_000000000-A3JHG_1_2114_12423_13578	1	F3D145	Late
M00967_43_000000000-A3JHG_1_2109_8160_14127	1	F3D2	Early
M00967_43_000000000-A3JHG_1_1114_6141_22497	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1112_5118_11366	1	F3D142	Late
M00967_43_000000000-A3JHG_1_1109_6486_11603	1	F3D144	Late
M00967_43_000000000-A3JHG_1_1114_25025_23939	1	F3D3	Early
M00967_43_000000000-A3JHG_1_2106_10832_13902	1	F3D146	Late
M00967_43_000000000-A3JHG_1_1110_20049_16760	1	F3D6	Early
M00967_43_000000000-A3JHG_1_2101_11015_9186	1	F3D149	Late
M00967_43_000000000-A3JHG_1_2106_20458_8348	1	F3D147	Late
M00967_43_000000000-A3JHG_1_2106_20458_8348	1	F3D149	Late
M00967_43_000000000-A3JHG_1_2106_20458_8348	1	F3D150	Late
M00967_43_000000000-A3JHG_1_1101_15591_4696	9	F3D0	Early
M00967_43_000000000-A3JHG_1_1101_15591_4696	1	F3D144	Late
M00967_43_000000000-A3JHG_1_1101_15591_4696	9	F3D146	Late
M00967_43_000000000-A3JHG_1_1101_15591_4696	8	F3D148	Late
M00967_43_000000000-A3JHG_1_1101_15591_4696	8	F3D149	Late
M00967_43_000000000-A3JHG_1_1101_15591_4696	4	F3D150	Late
M00967_43_000000000-A3JHG_1_1101_15591_4696	16	F3D2	Early
M00967_43_000000000-A3JHG_1_1101_15591_4696	1	F3D5	Early
M00967_43_000000000-A3JHG_1_1101_15591_4696	17	F3D6	Early
M00967_43_000000000-A3JHG_1_1101_15591_4696	3	F3D7	Early
M00967_43_000000000-A3JHG_1_1101_15591_4696	1	F3D8	Early
M00967_43_000000000-A3JHG_1_1101_15591_4696	21	F3D9	Early
M00967_43_000000000-A3JHG_1_2106_25081_10002	1	F3D9	Early
M00967_43_000000000-A3JHG_1_1103_26302_22051	1	F3D2	Early
M00967_43_000000000-A3JHG_1_2114_14201_8661	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1114_9210_8620	1	F3D150	Late
M00967_43_000000000-A3JHG_1_1107_23336_26415	1	F3D8	Early
M00967_43_000000000-A3JHG_1_2107_23675_17555	1	F3D146	Late
M00967_43_000000000-A3JHG_1_2109_25923_16574	1	F3D5	Early
M00967_43_000000000-A3JHG_1_2110_7067_15061	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1106_25979_21288	1	F3D148	Late
M00967_43_000000000-A3JHG_1_1102_22955_21067	1	F3D144	Late
M00967_43_000000000-A3JHG_1_2111_17362_10105	1	F3D141	Late
M00967_43_000000000-A3JHG_1_2105_22749_25576	1	F3D148	Late
M00967_43_000000000-A3JHG_1_1102_19130_22074	1	F3D8	Early
M00967_43_000000000-A3JHG_1_1114_19514_5000	1	F3D147	Late
M00967_43_000000000-A3JHG_1_2113_8012_12345	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1110_10169_13508	1	F3D9	Early
M00967_43_000000000-A3JHG_1_1113_19563_8007	1	F3D7	Early
M00967_43_000000000-A3JHG_1_1113_16472_4147	1	F3D3	Early
M00967_43_000000000-A3JHG_1_2112_13463_16561	1	F3D147	Late
M00967_43_000000000-A3JHG_1_2111_18844_14068	1	F3D146	Late
M00967_43_000000000-A3JHG_1_2111_18844_14068	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1109_12034_23177	1	F3D149	Late
M00967_43_000000000-A3JHG_1_2114_20048_7664	1	F3D6	Early
M00967_43_000000000-A3JHG_1_2101_7382_19629	7	F3D141	Late
M00967_43_000000000-A3JHG_1_2101_7382_19629	1	F3D142	Late
M00967_43_000000000-A3JHG_1_2101_7382_19629	6	F3D143	Late
M00967_43_000000000-A3JHG_1_2101_7382_19629	11	F3D144	Late
M00967_43_000000000-A3JHG_1_2101_7382_19629	8	F3D145	Late
M00967_43_000000000-A3JHG_1_2101_7382_19629	9	F3D146	Late
M00967_43_000000000-A3JHG_1_2101_7382_19629	5	F3D147	Late
M00967_43_000000000-A3JHG_1_2101_7382_19629	19	F3D148	Late
M00967_43_000000000-A3JHG_1_2101_7382_19629	37	F3D149	Late
M00967_43_000000000-A3JHG_1_2101_7382_19629	6	F3D150	Late
M00967_43_000000000-A3JHG_1_2101_7382_19629	8	F3D2	Early
M00967_43_000000000-A3JHG_1_2101_7382_19629	3	F3D5	Early
M00967_43_000000000-A3JHG_1_2101_7382_19629	7	F3D6	Early
M00967_43_000000000-A3JHG_1_2101_7382_19629	1	F3D8	Early
M00967_43_000000000-A3JHG_1_2101_7382_19629	4	F3D9	Early
M00967_43_000000000-A3JHG_1_1114_7103_21358	1	F3D145	Late
M00967_43_000000000-A3JHG_1_1111_25344_22139	1	F3D5	Early
M00967_43_000000000-A3JHG_1_2108_18470_11561	57	F3D0	Early
M00967_43_000000000-A3JHG_1_2108_18470_11561	90	F3D1	Early
M00967_43_000000000-A3JHG_1_2108_18470_11561	4	F3D141	Late
M00967_43_000000000-A3JHG_1_2108_18470_11561	5	F3D142	Late
M00967_43_000000000-A3JHG_1_2108_18470_11561	5	F3D144	Late
M00967_43_000000000-A3JHG_1_2108_18470_11561	5	F3D145	Late
M00967_43_000000000-A3JHG_1_2108_18470_11561	3	F3D146	Late
M00967_43_000000000-A3JHG_1_2108_18470_11561	31	F3D147	Late
M00967_43_000000000-A3JHG_1_2108_18470_11561	44	F3D148	Late
M00967_43_000000000-A3JHG_1_2108_18470_11561	3	F3D149	Late
M00967_43_000000000-A3JHG_1_2108_18470_11561	4	F3D150	Late
M00967_43_000000000-A3JHG_1_2108_18470_11561	378	F3D2	Early
M00967_43_000000000-A3JHG_1_2108_18470_11561	328	F3D3	Early
M00967_43_000000000-A3JHG_1_2108_18470_11561	13	F3D5	Early
M00967_43_000000000-A3JHG_1_2108_18470_11561	65	F3D6	Early
M00967_43_000000000-A3JHG_1_2108_18470_11561	37	F3D7	Early
M00967_43_000000000-A3JHG_1_2108_18470_11561	18	F3D8	Early
M00967_43_000000000-A3JHG_1_2108_18470_11561	39	F3D9	Early
M00967_43_000000000-A3JHG_1_2105_10122_15632	1	F3D150	Late
M00967_43_000000000-A3JHG_1_2113_16796_6663	1	F3D144	Late
M00967_43_000000000-A3JHG_1_2111_5139_21514	1	F3D1	Early
M00967_43_000000000-A3JHG_1_2107_23831_12272	1	F3D143	Late
M00967_43_000000000-A3JHG_1_2107_23831_12272	2	F3D146	Late
M00967_43_000000000-A3JHG_1_2108_18358_2270	1	F3D1	Early
M00967_43_000000000-A3JHG_1_2101_10084_22191	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1109_18196_9880	1	F3D2	Early
M00967_43_000000000-A3JHG_1_2113_11875_9361	1	F3D145	Late
M00967_43_000000000-A3JHG_1_2110_22006_25345	1	F3D146	Late
M00967_43_000000000-A3JHG_1_2109_6753_10007	1	F3D8	Early
M00967_43_000000000-A3JHG_1_2112_19844_23079	3	F3D142	Late
M00967_43_000000000-A3JHG_1_1114_17898_13576	1	F3D150	Late
M00967_43_000000000-A3JHG_1_2109_20493_16450	1	F3D146	Late
M00967_43_000000000-A3JHG_1_1104_7782_10984	3	F3D145	Late
M00967_43_000000000-A3JHG_1_1104_7782_10984	1	F3D148	Late
M00967_43_000000000-A3JHG_1_1104_7782_10984	2	F3D9	Early
M00967_43_000000000-A3JHG_1_1101_15463_5782	1	F3D144	Late
M00967_43_000000000-A3JHG_1_1101_15463_5782	1	F3D146	Late
M00967_43_000000000-A3JHG_1_1101_15463_5782	1	F3D150	Late
M00967_43_000000000-A3JHG_1_1114_11189_15616	1	F3D7	Early
M00967_43_000000000-A3JHG_1_1109_9608_10994	1	F3D2	Early
M00967_43_000000000-A3JHG_1_1114_18793_4661	1	F3D141	Late
M00967_43_000000000-A3JHG_1_2106_17935_25987	2	F3D142	Late
M00967_43_000000000-A3JHG_1_2106_17935_25987	1	F3D143	Late
M00967_43_000000000-A3JHG_1_2106_17935_25987	2	F3D145	Late
M00967_43_000000000-A3JHG_1_2106_17935_25987	9	F3D146	Late
M00967_43_000000000-A3JHG_1_2106_17935_25987	12	F3D147	Late
M00967_43_000000000-A3JHG_1_2106_17935_25987	4	F3D148	Late
M00967_43_000000000-A3JHG_1_2106_17935_25987	6	F3D149	Late
M00967_43_000000000-A3JHG_1_2106_17935_25987	5	F3D150	Late
M00967_43_000000000-A3JHG_1_2106_17935_25987	1	F3D2	Early
M00967_43_000000000-A3JHG_1_2106_17935_25987	1	F3D6	Early
M00967_43_000000000-A3JHG_1_1105_13657_20414	16	F3D0	Early
M00967_43_000000000-A3JHG_1_1105_13657_20414	1	F3D141	Late
M00967_43_000000000-A3JHG_1_1105_13657_20414	1	F3D142	Late
M00967_43_000000000-A3JHG_1_1105_13657_20414	2	F3D145	Late
M00967_43_000000000-A3JHG_1_1105_13657_20414	8	F3D146	Late
M00967_43_000000000-A3JHG_1_1105_13657_20414	2	F3D147	Late
M00967_43_000000000-A3JHG_1_1105_13657_20414	2	F3D148	Late
M00967_43_000000000-A3JHG_1_1105_13657_20414	5	F3D149	Late
M00967_43_000000000-A3JHG_1_1105_13657_20414	4	F3D150	Late
M00967_43_000000000-A3JHG_1_1105_13657_20414	14	F3D2	Early
M00967_43_000000000-A3JHG_1_1105_13657_20414	2	F3D5	Early
M00967_43_000000000-A3JHG_1_1105_13657_20414	17	F3D6	Early
M00967_43_000000000-A3JHG_1_1105_13657_20414	3	F3D7	Early
M00967_43_000000000-A3JHG_1_1105_13657_20414	9	F3D8	Early
M00967_43_000000000-A3JHG_1_1105_13657_20414	17	F3D9	Early
M00967_43_000000000-A3JHG_1_2102_24708_11365	1	F3D145	Late
M00967_43_000000000-A3JHG_1_2104_11063_11086	1	F3D9	Early
M00967_43_000000000-A3JHG_1_2113_19864_14092	1	F3D6	Early
M00967_43_000000000-A3JHG_1_1113_6303_20947	1	F3D146	Late
M00967_43_000000000-A3JHG_1_1113_6303_20947	1	F3D2	Early
M00967_43_000000000-A3JHG_1_2106_12253_21736	1	F3D141	Late
M00967_43_000000000-A3JHG_1_1110_18711_9702	1	F3D2	Early
M00967_43_000000000-A3JHG_1_1105_18566_14540	6	F3D0	Early
M00967_43_000000000-A3JHG_1_1105_18566_14540	10	F3D1	Early
M00967_43_000000000-A3JHG_1_1105_18566_14540	21	F3D141	Late
M00967_43_000000000-A3JHG_1_1105_18566_14540	1	F3D142	Late
M00967_43_000000000-A3JHG_1_1105_18566_14540	8	F3D143	Late
M00967_43_000000000-A3JHG_1_1105_18566_14540	10	F3D144	Late
M00967_43_000000000-A3JHG_1_1105_18566_14540	9	F3D145	Late
M00967_43_000000000-A3JHG_1_1105_18566_14540	10	F3D146	Late
M00967_43_000000000-A3JHG_1_1105_18566_14540	41	F3D147	Late
M00967_43_000000000-A3JHG_1_1105_18566_14540	17	F3D148	Late
M00967_43_000000000-A3JHG_1_1105_18566_14540	55	F3D149	Late
M00967_43_000000000-A3JHG_1_1105_18566_14540	39	F3D150	Late
M00967_43_000000000-A3JHG_1_1105_18566_14540	86	F3D2	Early
M00967_43_000000000-A3JHG_1_1105_18566_14540	13	F3D3	Early
M00967_43_000000000-A3JHG_1_1105_18566_14540	33	F3D5	Early
M00967_43_000000000-A3JHG_1_1105_18566_14540	30	F3D6	Early
M00967_43_000000000-A3JHG_1_1105_18566_14540	9	F3D7	Early
M00967_43_000000000-A3JHG_1_1105_18566_14540	24	F3D8	Early
M00967_43_000000000-A3JHG_1_1105_18566_14540	29	F3D9	Early
M00967_43_000000000-A3JHG_1_2113_12406_27672	1	F3D0	Early
M00967_43_000000000-A3JHG_1_1109_7699_18608	1	F3D8	Early
M00967_43_000000000-A3JHG_1_1106_26087_11342	1	F3D0	Early
M00967_43_000000000-A3JHG_1_1110_14278_11965	1	F3D147	Late
M00967_43_000000000-A3JHG_1_2109_21713_13835	1	F3D143	Late
M00967_43_000000000-A3JHG_1_1113_13883_23943	1	F3D141	Late
M00967_43_000000000-A3JHG_1_2103_21597_21834	1	F3D0	Early
M00967_43_000000000-A3JHG_1_2103_21597_21834	5	F3D141	Late
M00967_43_000000000-A3JHG_1_2103_21597_21834	1	F3D142	Late
M00967_43_000000000-A3JHG_1_2103_21597_21834	1	F3D144	Late
M00967_43_000000000-A3JHG_1_2103_21597_21834	2	F3D145	Late
M00967_43_000000000-A3JHG_1_2103_21597_21834	3	F3D146	Late
M00967_43_000000000-A3JHG_1_2103_21597_21834	9	F3D148	Late
M00967_43_000000000-A3JHG_1_2103_21597_21834	14	F3D149	Late
M00967_43_000000000-A3JHG_1_2103_21597_21834	2	F3D150	Late
M00967_43_000000000-A3JHG_1_2103_21597_21834	2	F3D2	Early
M00967_43_000000000-A3JHG_1_2103_21597_21834	1	F3D5	Early
M00967_43_000000000-A3JHG_1_2103_21597_21834	3	F3D6	Early
M00967_43_000000000-A3JHG_1_2103_21597_21834	4	F3D7	Early
M00967_43_000000000-A3JHG_1_2103_21597_21834	8	F3D8	Early
M00967_43_000000000-A3JHG_1_2103_21597_21834	14	F3D9	Early
M00967_43_000000000-A3JHG_1_1108_15487_15318	1	F3D148	Late
M00967_43_000000000-A3JHG_1_2110_7457_8637	1	F3D146	Late
M00967_43_000000000-A3JHG_1_1114_21549_4010	1	F3D1	Early
M00967_43_000000000-A3JHG_1_1114_21549_4010	1	F3D144	Late
M00967_43_000000000-A3JHG_1_1114_21549_4010	1	F3D146	Late
M00967_43_000000000-A3JHG_1_1114_21549_4010	1	F3D6	Early
M00967_43_000000000-A3JHG_1_1114_21549_4010	1	F3D9	Early
M00967_43_000000000-A3JHG_1_2109_13274_20740	1	F3D144	Late
M00967_43_000000000-A3JHG_1_1103_23279_25937	1	F3D9	Early
M00967_43_000000000-A3JHG_1_1105_11983_14742	1	F3D146	Late
M00967_43_000000000-A3JHG_1_1114_16584_12333	1	F3D5	Early
M00967_43_000000000-A3JHG_1_1114_16584_12333	1	F3D9	Early
M00967_43_000000000-A3JHG_1_1112_14201_3200	1	F3D141	Late
M00967_43_000000000-A3JHG_1_1107_15441_15657	1	F3D143	Late
M00967_43_000000000-A3JHG_1_2102_15356_3054	3	F3D0	Early
M00967_43_000000000-A3JHG_1_2102_15356_3054	4	F3D1	Early
M00967_43_000000000-A3JHG_1_2102_15356_3054	1	F3D141	Late
M00967_43_000000000-A3JHG_1_2102_15356_3054	1	F3D143	Late
M00967_43_000000000-A3JHG_1_2102_15356_3054	1	F3D146	Late
M00967_43_000000000-A3JHG_1_2102_15356_3054	6	F3D149	Late
M00967_43_000000000-A3JHG_1_2102_15356_3054	2	F3D150	Late
M00967_43_000000000-A3JHG_1_2102_15356_3054	33	F3D2	Early
M00967_43_000000000-A3JHG_1_2102_15356_3054	15	F3D3	Early
M00967_43_000000000-A3JHG_1_2102_15356_3054	13	F3D5	Early
M00967_43_000000000-A3JHG_1_2102_15356_3054	8	F3D6	Early
M00967_43_000000000-A3JHG_1_2102_15356_3054	2	F3D8	Early
M00967_43_000000000-A3JHG_1_2102_15356_3054	1	F3D9	Early
M00967_43_000000000-A3JHG_1_2109_28564_10017	1	F3D145	Late
M00967_43_000000000-A3JHG_1_1103_23742_6714	1	F3D6	Early
M00967_43_000000000-A3JHG_1_1111_18224_14666	1	F3D142	Late
M00967_43_000000000-A3JHG_1_1110_4925_16493	1	F3D145	Late
M00967_43_000000000-A3JHG_1_2105_17957_13444	1	F3D0	Early
M00967_43_000000000-A3JHG_1_2105_17957_13444	1	F3D144	Late
M00967_43_000000000-A3JHG_1_2105_17957_13444	1	F3D147	Late
M00967_43_000000000-A3JHG_1_2110_16087_14724	1	F3D143	Late
M00967_43_000000000-A3JHG_1_1108_27163_22727	1	F3D2	Early
M00967_43_000000000-A3JHG_1_1113_19158_8422	1	F3D9	Early
M00967_43_000000000-A3JHG_1_1106_15774_18346	1	F3D141	Late
M00967_43_000000000-A3JHG_1_1101_3758_10627	2	F3D1	Early
M00967_43_000000000-A3JHG_1_1101_3758_10627	3	F3D2	Early
M00967_43_000000000-A3JHG_1_1101_3758_10627	2	F3D3	Early
M00967_43_000000000-A3JHG_1_1101_3758_10627	1	F3D5	Early
M00967_43_000000000-A3JHG_1_1101_3758_10627	1	F3D7	Early
M00967_43_000000000-A3JHG_1_1101_3758_10627	1	F3D8	Early
M00967_43_000000000-A3JHG_1_2105_17039_19920	1	F3D150	Late
M00967_43_000000000-A3JHG_1_1109_21458_15751	1	F3D6	Early
M00967_43_000000000-A3JHG_1_1105_11157_16891	1	F3D144	Late
M00967_43_000000000-A3JHG_1_1108_2714_17713	1	F3D7	Early
M00967_43_000000000-A3JHG_1_1108_2714_17713	10	F3D9	Early
M00967_43_000000000-A3JHG_1_1107_14868_16744	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1110_15744_23114	1	F3D150	Late
M00967_43_000000000-A3JHG_1_1103_27900_10832	1	F3D148	Late
M00967_43_000000000-A3JHG_1_2113_21647_20109	1	F3D6	Early
M00967_43_000000000-A3JHG_1_2114_7946_17808	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1101_25551_18277	1	F3D148	Late
M00967_43_000000000-A3JHG_1_1109_12151_14526	1	F3D148	Late
M00967_43_000000000-A3JHG_1_2107_23464_17422	1	F3D148	Late
M00967_43_000000000-A3JHG_1_2112_26773_14017	1	F3D0	Early
M00967_43_000000000-A3JHG_1_2112_26773_14017	5	F3D1	Early
M00967_43_000000000-A3JHG_1_2112_26773_14017	1	F3D145	Late
M00967_43_000000000-A3JHG_1_2112_26773_14017	1	F3D147	Late
M00967_43_000000000-A3JHG_1_2112_26773_14017	1	F3D148	Late
M00967_43_000000000-A3JHG_1_2112_26773_14017	2	F3D149	Late
M00967_43_000000000-A3JHG_1_2112_26773_14017	1	F3D150	Late
M00967_43_000000000-A3JHG_1_2112_26773_14017	19	F3D2	Early
M00967_43_000000000-A3JHG_1_2112_26773_14017	5	F3D5	Early
M00967_43_000000000-A3JHG_1_2112_26773_14017	6	F3D6	Early
M00967_43_000000000-A3JHG_1_2112_26773_14017	2	F3D7	Early
M00967_43_000000000-A3JHG_1_2112_26773_14017	8	F3D8	Early
M00967_43_000000000-A3JHG_1_2112_26773_14017	5	F3D9	Early
M00967_43_000000000-A3JHG_1_2109_16956_10390	1	F3D3	Early
M00967_43_000000000-A3JHG_1_2113_21308_17042	1	F3D2	Early
M00967_43_000000000-A3JHG_1_1114_19875_9916	4	F3D0	Early
M00967_43_000000000-A3JHG_1_1114_19875_9916	1	F3D1	Early
M00967_43_000000000-A3JHG_1_1114_19875_9916	3	F3D5	Early
M00967_43_000000000-A3JHG_1_1114_19875_9916	1	F3D8	Early
M00967_43_000000000-A3JHG_1_2104_26300_11226	1	F3D9	Early
M00967_43_000000000-A3JHG_1_1110_7426_18774	2	F3D144	Late
M00967_43_000000000-A3JHG_1_2102_12937_4366	1	F3D143	Late
M00967_43_000000000-A3JHG_1_1113_15332_23431	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1111_20588_10279	19	F3D0	Early
M00967_43_000000000-A3JHG_1_1111_20588_10279	111	F3D1	Early
M00967_43_000000000-A3JHG_1_1111_20588_10279	175	F3D141	Late
M00967_43_000000000-A3JHG_1_1111_20588_10279	43	F3D142	Late
M00967_43_000000000-A3JHG_1_1111_20588_10279	76	F3D143	Late
M00967_43_000000000-A3JHG_1_1111_20588_10279	255	F3D144	Late
M00967_43_000000000-A3JHG_1_1111_20588_10279	318	F3D145	Late
M00967_43_000000000-A3JHG_1_1111_20588_10279	182	F3D146	Late
M00967_43_000000000-A3JHG_1_1111_20588_10279	496	F3D147	Late
M00967_43_000000000-A3JHG_1_1111_20588_10279	419	F3D148	Late
M00967_43_000000000-A3JHG_1_1111_20588_10279	496	F3D149	Late
M00967_43_000000000-A3JHG_1_1111_20588_10279	56	F3D150	Late
M00967_43_000000000-A3JHG_1_1111_20588_10279	59	F3D2	Early
M00967_43_000000000-A3JHG_1_1111_20588_10279	175	F3D3	Early
M00967_43_000000000-A3JHG_1_1111_20588_10279	67	F3D5	Early
M00967_43_000000000-A3JHG_1_1111_20588_10279	48	F3D6	Early
M00967_43_000000000-A3JHG_1_1111_20588_10279	12	F3D7	Early
M00967_43_000000000-A3JHG_1_1111_20588_10279	15	F3D8	Early
M00967_43_000000000-A3JHG_1_1111_20588_10279	28	F3D9	Early
M00967_43_000000000-A3JHG_1_1112_29269_13288	1	F3D9	Early
M00967_43_000000000-A3JHG_1_2114_7386_6808	1	F3D7	Early
M00967_43_000000000-A3JHG_1_2113_17952_9366	1	F3D144	Late
M00967_43_000000000-A3JHG_1_2113_17952_9366	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1104_20877_7748	1	F3D2	Early
M00967_43_000000000-A3JHG_1_2112_24855_7054	1	F3D144	Late
M00967_43_000000000-A3JHG_1_2112_24855_7054	1	F3D147	Late
M00967_43_000000000-A3JHG_1_2112_24855_7054	2	F3D148	Late
M00967_43_000000000-A3JHG_1_2112_24855_7054	3	F3D149	Late
M00967_43_000000000-A3JHG_1_2112_24855_7054	1	F3D5	Early
M00967_43_000000000-A3JHG_1_1103_8349_14557	3	F3D2	Early
M00967_43_000000000-A3JHG_1_2110_16698_16415	73	F3D1	Early
M00967_43_000000000-A3JHG_1_2110_16698_16415	3	F3D9	Early
M00967_43_000000000-A3JHG_1_2114_19661_25608	1	F3D143	Late
M00967_43_000000000-A3JHG_1_1103_24460_16041	1	F3D148	Late
M00967_43_000000000-A3JHG_1_1113_25861_7699	1	F3D148	Late
M00967_43_000000000-A3JHG_1_1112_17937_22981	3	F3D142	Late
M00967_43_000000000-A3JHG_1_1112_17937_22981	8	F3D143	Late
M00967_43_000000000-A3JHG_1_1112_17937_22981	1	F3D144	Late
M00967_43_000000000-A3JHG_1_1112_17937_22981	14	F3D145	Late
M00967_43_000000000-A3JHG_1_1112_17937_22981	1	F3D146	Late
M00967_43_000000000-A3JHG_1_1112_17937_22981	9	F3D147	Late
M00967_43_000000000-A3JHG_1_1112_17937_22981	9	F3D148	Late
M00967_43_000000000-A3JHG_1_1112_17937_22981	3	F3D149	Late
M00967_43_000000000-A3JHG_1_1108_10047_7859	1	F3D8	Early
M00967_43_000000000-A3JHG_1_2109_10445_7921	1	F3D149	Late
M00967_43_000000000-A3JHG_1_2114_18715_18416	1	F3D2	Early
M00967_43_000000000-A3JHG_1_2104_15288_13724	1	F3D146	Late
M00967_43_000000000-A3JHG_1_1101_8877_3935	1	F3D149	Late
M00967_43_000000000-A3JHG_1_2104_12385_21989	1	F3D147	Late
M00967_43_000000000-A3JHG_1_2111_8444_24070	1	F3D0	Early
M00967_43_000000000-A3JHG_1_1114_23407_6585	1	F3D148	Late
M00967_43_000000000-A3JHG_1_1108_20841_7623	1	F3D1	Early
M00967_43_000000000-A3JHG_1_2113_5453_21104	1	F3D7	Early
M00967_43_000000000-A3JHG_1_2113_5453_21104	9	F3D9	Early
M00967_43_000000000-A3JHG_1_2112_19543_24449	9	F3D0	Early
M00967_43_000000000-A3JHG_1_2112_19543_24449	15	F3D1	Early
M00967_43_000000000-A3JHG_1_2112_19543_24449	1	F3D142	Late
M00967_43_000000000-A3JHG_1_2112_19543_24449	2	F3D144	Late
M00967_43_000000000-A3JHG_1_2112_19543_24449	16	F3D146	Late
M00967_43_000000000-A3JHG_1_2112_19543_24449	6	F3D147	Late
M00967_43_000000000-A3JHG_1_2112_19543_24449	5	F3D148	Late
M00967_43_000000000-A3JHG_1_2112_19543_24449	45	F3D2	Early
M00967_43_000000000-A3JHG_1_2112_19543_24449	9	F3D5	Early
M00967_43_000000000-A3JHG_1_2112_19543_24449	12	F3D6	Early
M00967_43_000000000-A3JHG_1_2112_19543_24449	1	F3D7	Early
M00967_43_000000000-A3JHG_1_2112_19543_24449	10	F3D8	Early
M00967_43_000000000-A3JHG_1_2112_19543_24449	5	F3D9	Early
