names	abundances	samples	treatments
M00967_43_000000000-A3JHG_1_1111_9420_7291	17	F3D3	Early
M00967_43_000000000-A3JHG_1_1111_9420_7291	11	F3D5	Early
M00967_43_000000000-A3JHG_1_1111_9420_7291	7	F3D6	Early
M00967_43_000000000-A3JHG_1_1111_9420_7291	16	F3D7	Early
M00967_43_000000000-A3JHG_1_1111_9420_7291	8	F3D8	Early
M00967_43_000000000-A3JHG_1_1111_9420_7291	17	F3D9	Early
M00967_43_000000000-A3JHG_1_1111_12249_8143	1	F3D145	Late
M00967_43_000000000-A3JHG_1_1111_12249_8143	1	F3D146	Late
M00967_43_000000000-A3JHG_1_1111_12249_8143	1	F3D148	Late
M00967_43_000000000-A3JHG_1_1111_12249_8143	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1111_12249_8143	1	F3D150	Late
M00967_43_000000000-A3JHG_1_2101_22573_22946	1	F3D2	Early
M00967_43_000000000-A3JHG_1_2106_22696_14527	1	F3D8	Early
M00967_43_000000000-A3JHG_1_2106_19750_8249	1	F3D0	Early
M00967_43_000000000-A3JHG_1_1102_27180_15478	1	F3D142	Late
M00967_43_000000000-A3JHG_1_1108_25479_20227	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1111_4823_22009	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1113_28574_18008	1	F3D1	Early
M00967_43_000000000-A3JHG_1_1110_18108_15259	1	F3D149	Late
M00967_43_000000000-A3JHG_1_2108_26358_22652	1	F3D6	Early
M00967_43_000000000-A3JHG_1_1107_19562_20695	33	F3D0	Early
M00967_43_000000000-A3JHG_1_1107_19562_20695	5	F3D1	Early
M00967_43_000000000-A3JHG_1_1107_19562_20695	57	F3D141	Late
M00967_43_000000000-A3JHG_1_1107_19562_20695	23	F3D142	Late
M00967_43_000000000-A3JHG_1_1107_19562_20695	25	F3D143	Late
M00967_43_000000000-A3JHG_1_1107_19562_20695	34	F3D144	Late
M00967_43_000000000-A3JHG_1_1107_19562_20695	77	F3D145	Late
M00967_43_000000000-A3JHG_1_1107_19562_20695	44	F3D146	Late
M00967_43_000000000-A3JHG_1_1107_19562_20695	338	F3D147	Late
M00967_43_000000000-A3JHG_1_1107_19562_20695	171	F3D148	Late
M00967_43_000000000-A3JHG_1_1107_19562_20695	147	F3D149	Late
M00967_43_000000000-A3JHG_1_1107_19562_20695	54	F3D150	Late
M00967_43_000000000-A3JHG_1_1107_19562_20695	31	F3D2	Early
M00967_43_000000000-A3JHG_1_1107_19562_20695	13	F3D3	Early
M00967_43_000000000-A3JHG_1_1107_19562_20695	12	F3D5	Early
M00967_43_000000000-A3JHG_1_1107_19562_20695	6	F3D6	Early
M00967_43_000000000-A3JHG_1_1107_19562_20695	7	F3D7	Early
M00967_43_000000000-A3JHG_1_1107_19562_20695	4	F3D8	Early
M00967_43_000000000-A3JHG_1_1107_19562_20695	8	F3D9	Early
M00967_43_000000000-A3JHG_1_1113_26736_16107	1	F3D143	Late
M00967_43_000000000-A3JHG_1_1114_26027_6706	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1113_5336_24219	276	F3D0	Early
M00967_43_000000000-A3JHG_1_1113_5336_24219	58	F3D1	Early
M00967_43_000000000-A3JHG_1_1113_5336_24219	46	F3D141	Late
M00967_43_000000000-A3JHG_1_1113_5336_24219	8	F3D142	Late
M00967_43_000000000-A3JHG_1_1113_5336_24219	8	F3D143	Late
M00967_43_000000000-A3JHG_1_1113_5336_24219	13	F3D144	Late
M00967_43_000000000-A3JHG_1_1113_5336_24219	9	F3D145	Late
M00967_43_000000000-A3JHG_1_1113_5336_24219	20	F3D146	Late
M00967_43_000000000-A3JHG_1_1113_5336_24219	52	F3D147	Late
M00967_43_000000000-A3JHG_1_1113_5336_24219	24	F3D148	Late
M00967_43_000000000-A3JHG_1_1113_5336_24219	40	F3D149	Late
M00967_43_000000000-A3JHG_1_1113_5336_24219	12	F3D150	Late
M00967_43_000000000-A3JHG_1_1113_5336_24219	147	F3D2	Early
M00967_43_000000000-A3JHG_1_1113_5336_24219	30	F3D3	Early
M00967_43_000000000-A3JHG_1_1113_5336_24219	38	F3D5	Early
M00967_43_000000000-A3JHG_1_1113_5336_24219	50	F3D6	Early
M00967_43_000000000-A3JHG_1_1113_5336_24219	13	F3D7	Early
M00967_43_000000000-A3JHG_1_1113_5336_24219	49	F3D8	Early
M00967_43_000000000-A3JHG_1_1113_5336_24219	37	F3D9	Early
M00967_43_000000000-A3JHG_1_1101_20035_18358	1	F3D145	Late
M00967_43_000000000-A3JHG_1_1110_26450_7049	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1113_23768_16589	1	F3D144	Late
M00967_43_000000000-A3JHG_1_2112_14790_1829	1	F3D145	Late
M00967_43_000000000-A3JHG_1_1108_16241_15417	1	F3D150	Late
M00967_43_000000000-A3JHG_1_1114_9368_6991	1	F3D1	Early
M00967_43_000000000-A3JHG_1_1106_24555_20879	1	F3D5	Early
M00967_43_000000000-A3JHG_1_1102_15350_5623	4	F3D142	Late
M00967_43_000000000-A3JHG_1_1102_15350_5623	1	F3D143	Late
M00967_43_000000000-A3JHG_1_1102_15350_5623	1	F3D8	Early
M00967_43_000000000-A3JHG_1_1114_16655_8470	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1114_7676_25736	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1101_24952_9272	1	F3D145	Late
M00967_43_000000000-A3JHG_1_2111_5639_10651	1	F3D147	Late
M00967_43_000000000-A3JHG_1_2109_15784_10393	1	F3D147	Late
M00967_43_000000000-A3JHG_1_2108_12907_13326	1	F3D5	Early
M00967_43_000000000-A3JHG_1_2111_13579_10781	1	F3D1	Early
M00967_43_000000000-A3JHG_1_1106_26888_10548	1	F3D0	Early
M00967_43_000000000-A3JHG_1_1108_11048_4561	2	F3D0	Early
M00967_43_000000000-A3JHG_1_1108_11048_4561	8	F3D1	Early
M00967_43_000000000-A3JHG_1_1108_11048_4561	1	F3D141	Late
M00967_43_000000000-A3JHG_1_1108_11048_4561	24	F3D2	Early
M00967_43_000000000-A3JHG_1_1108_11048_4561	5	F3D3	Early
M00967_43_000000000-A3JHG_1_1108_11048_4561	7	F3D5	Early
M00967_43_000000000-A3JHG_1_1108_11048_4561	29	F3D6	Early
M00967_43_000000000-A3JHG_1_1108_11048_4561	7	F3D7	Early
M00967_43_000000000-A3JHG_1_1108_11048_4561	9	F3D8	Early
M00967_43_000000000-A3JHG_1_1108_11048_4561	7	F3D9	Early
M00967_43_000000000-A3JHG_1_1111_6871_23431	1	F3D2	Early
M00967_43_000000000-A3JHG_1_1106_23262_25144	1	F3D2	Early
M00967_43_000000000-A3JHG_1_1113_18521_9535	1	F3D6	Early
M00967_43_000000000-A3JHG_1_1105_22535_20381	1	F3D3	Early
M00967_43_000000000-A3JHG_1_2105_24305_5134	1	F3D3	Early
M00967_43_000000000-A3JHG_1_1109_12679_21321	5	F3D0	Early
M00967_43_000000000-A3JHG_1_1109_12679_21321	1	F3D141	Late
M00967_43_000000000-A3JHG_1_1109_12679_21321	3	F3D142	Late
M00967_43_000000000-A3JHG_1_1109_12679_21321	3	F3D144	Late
M00967_43_000000000-A3JHG_1_1109_12679_21321	4	F3D145	Late
M00967_43_000000000-A3JHG_1_1109_12679_21321	2	F3D147	Late
M00967_43_000000000-A3JHG_1_1109_12679_21321	3	F3D148	Late
M00967_43_000000000-A3JHG_1_1109_12679_21321	6	F3D149	Late
M00967_43_000000000-A3JHG_1_1109_12679_21321	5	F3D150	Late
M00967_43_000000000-A3JHG_1_1109_12679_21321	5	F3D2	Early
M00967_43_000000000-A3JHG_1_1109_12679_21321	2	F3D6	Early
M00967_43_000000000-A3JHG_1_1109_12679_21321	3	F3D8	Early
M00967_43_000000000-A3JHG_1_1109_12679_21321	1	F3D9	Early
M00967_43_000000000-A3JHG_1_1107_23381_22618	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1112_23738_7093	1	F3D2	Early
M00967_43_000000000-A3JHG_1_1109_11299_13989	1	F3D141	Late
M00967_43_000000000-A3JHG_1_1108_20273_22925	1	F3D145	Late
M00967_43_000000000-A3JHG_1_1108_20273_22925	1	F3D148	Late
M00967_43_000000000-A3JHG_1_1110_14443_28339	1	F3D0	Early
M00967_43_000000000-A3JHG_1_2103_14978_21851	1	F3D146	Late
M00967_43_000000000-A3JHG_1_2103_14978_21851	1	F3D7	Early
M00967_43_000000000-A3JHG_1_1104_13037_4245	1	F3D148	Late
M00967_43_000000000-A3JHG_1_2107_18284_2758	1	F3D2	Early
M00967_43_000000000-A3JHG_1_1112_18213_15560	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1109_22483_18692	1	F3D7	Early
M00967_43_000000000-A3JHG_1_1101_11480_8830	1	F3D144	Late
M00967_43_000000000-A3JHG_1_1107_12904_20713	13	F3D0	Early
M00967_43_000000000-A3JHG_1_1107_12904_20713	7	F3D1	Early
M00967_43_000000000-A3JHG_1_1107_12904_20713	1	F3D142	Late
M00967_43_000000000-A3JHG_1_1107_12904_20713	4	F3D144	Late
M00967_43_000000000-A3JHG_1_1107_12904_20713	1	F3D145	Late
M00967_43_000000000-A3JHG_1_1107_12904_20713	4	F3D146	Late
M00967_43_000000000-A3JHG_1_1107_12904_20713	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1107_12904_20713	1	F3D150	Late
M00967_43_000000000-A3JHG_1_1107_12904_20713	3	F3D2	Early
M00967_43_000000000-A3JHG_1_1107_12904_20713	5	F3D6	Early
M00967_43_000000000-A3JHG_1_1107_12904_20713	5	F3D8	Early
M00967_43_000000000-A3JHG_1_1107_12904_20713	2	F3D9	Early
M00967_43_000000000-A3JHG_1_1114_19154_8327	1	F3D141	Late
M00967_43_000000000-A3JHG_1_2109_11755_2607	3	F3D147	Late
M00967_43_000000000-A3JHG_1_2109_11755_2607	1	F3D150	Late
M00967_43_000000000-A3JHG_1_2111_8304_3695	1	F3D150	Late
M00967_43_000000000-A3JHG_1_1103_6514_8778	1	F3D5	Early
M00967_43_000000000-A3JHG_1_2110_16565_10623	1	F3D2	Early
M00967_43_000000000-A3JHG_1_2107_12316_24495	1	F3D143	Late
M00967_43_000000000-A3JHG_1_1108_19250_12721	1	F3D146	Late
M00967_43_000000000-A3JHG_1_1105_21018_4980	1	F3D3	Early
M00967_43_000000000-A3JHG_1_1102_19764_24086	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1114_8628_21912	1	F3D145	Late
M00967_43_000000000-A3JHG_1_1105_16224_23592	1	F3D146	Late
M00967_43_000000000-A3JHG_1_1101_14364_8401	1	F3D0	Early
M00967_43_000000000-A3JHG_1_1105_14835_21938	3	F3D0	Early
M00967_43_000000000-A3JHG_1_1105_14835_21938	9	F3D1	Early
M00967_43_000000000-A3JHG_1_1105_14835_21938	5	F3D141	Late
M00967_43_000000000-A3JHG_1_1105_14835_21938	7	F3D142	Late
M00967_43_000000000-A3JHG_1_1105_14835_21938	7	F3D143	Late
M00967_43_000000000-A3JHG_1_1105_14835_21938	9	F3D144	Late
M00967_43_000000000-A3JHG_1_1105_14835_21938	17	F3D145	Late
M00967_43_000000000-A3JHG_1_1105_14835_21938	4	F3D146	Late
M00967_43_000000000-A3JHG_1_1105_14835_21938	27	F3D147	Late
M00967_43_000000000-A3JHG_1_1105_14835_21938	12	F3D148	Late
M00967_43_000000000-A3JHG_1_1105_14835_21938	8	F3D149	Late
M00967_43_000000000-A3JHG_1_1105_14835_21938	7	F3D150	Late
M00967_43_000000000-A3JHG_1_1105_14835_21938	51	F3D2	Early
M00967_43_000000000-A3JHG_1_1105_14835_21938	36	F3D3	Early
M00967_43_000000000-A3JHG_1_1105_14835_21938	6	F3D5	Early
M00967_43_000000000-A3JHG_1_1105_14835_21938	21	F3D6	Early
M00967_43_000000000-A3JHG_1_1105_14835_21938	25	F3D7	Early
M00967_43_000000000-A3JHG_1_1105_14835_21938	21	F3D8	Early
M00967_43_000000000-A3JHG_1_1105_14835_21938	22	F3D9	Early
M00967_43_000000000-A3JHG_1_1104_24088_7145	1	F3D9	Early
M00967_43_000000000-A3JHG_1_2112_22596_18948	1	F3D141	Late
M00967_43_000000000-A3JHG_1_1113_11281_2740	1	F3D148	Late
M00967_43_000000000-A3JHG_1_1108_18681_22857	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1108_19065_7362	1	F3D0	Early
M00967_43_000000000-A3JHG_1_2108_22703_14521	1	F3D9	Early
M00967_43_000000000-A3JHG_1_2108_16667_9805	1	F3D2	Early
M00967_43_000000000-A3JHG_1_2112_26969_15672	1	F3D149	Late
M00967_43_000000000-A3JHG_1_2106_21285_10820	1	F3D145	Late
M00967_43_000000000-A3JHG_1_1114_15285_11132	1	F3D147	Late
M00967_43_000000000-A3JHG_1_2107_25487_6354	1	F3D144	Late
M00967_43_000000000-A3JHG_1_2109_13011_10787	1	F3D150	Late
M00967_43_000000000-A3JHG_1_1110_15335_17802	1	F3D143	Late
M00967_43_000000000-A3JHG_1_1106_20132_15845	1	F3D148	Late
M00967_43_000000000-A3JHG_1_1114_22942_23318	1	F3D149	Late
M00967_43_000000000-A3JHG_1_2108_18874_21200	1	F3D148	Late
M00967_43_000000000-A3JHG_1_1106_8066_16367	1	F3D150	Late
M00967_43_000000000-A3JHG_1_1114_15498_19369	1	F3D2	Early
M00967_43_000000000-A3JHG_1_1107_26583_8053	1	F3D1	Early
M00967_43_000000000-A3JHG_1_1107_14548_18902	23	F3D0	Early
M00967_43_000000000-A3JHG_1_1107_14548_18902	26	F3D1	Early
M00967_43_000000000-A3JHG_1_1107_14548_18902	54	F3D141	Late
M00967_43_000000000-A3JHG_1_1107_14548_18902	10	F3D142	Late
M00967_43_000000000-A3JHG_1_1107_14548_18902	20	F3D143	Late
M00967_43_000000000-A3JHG_1_1107_14548_18902	8	F3D144	Late
M00967_43_000000000-A3JHG_1_1107_14548_18902	17	F3D145	Late
M00967_43_000000000-A3JHG_1_1107_14548_18902	20	F3D146	Late
M00967_43_000000000-A3JHG_1_1107_14548_18902	43	F3D147	Late
M00967_43_000000000-A3JHG_1_1107_14548_18902	41	F3D148	Late
M00967_43_000000000-A3JHG_1_1107_14548_18902	131	F3D149	Late
M00967_43_000000000-A3JHG_1_1107_14548_18902	75	F3D150	Late
M00967_43_000000000-A3JHG_1_1107_14548_18902	39	F3D2	Early
M00967_43_000000000-A3JHG_1_1107_14548_18902	9	F3D3	Early
M00967_43_000000000-A3JHG_1_1107_14548_18902	22	F3D6	Early
M00967_43_000000000-A3JHG_1_1107_14548_18902	1	F3D7	Early
M00967_43_000000000-A3JHG_1_1107_14548_18902	7	F3D8	Early
M00967_43_000000000-A3JHG_1_1107_14548_18902	14	F3D9	Early
M00967_43_000000000-A3JHG_1_2103_19057_10430	1	F3D141	Late
M00967_43_000000000-A3JHG_1_2103_19057_10430	1	F3D145	Late
M00967_43_000000000-A3JHG_1_1104_7366_7146	1	F3D9	Early
M00967_43_000000000-A3JHG_1_1114_7920_25776	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1106_15955_6621	1	F3D3	Early
M00967_43_000000000-A3JHG_1_2113_23466_13467	3	F3D0	Early
M00967_43_000000000-A3JHG_1_2113_23466_13467	1	F3D1	Early
M00967_43_000000000-A3JHG_1_2113_23466_13467	1	F3D145	Late
M00967_43_000000000-A3JHG_1_2113_23466_13467	2	F3D2	Early
M00967_43_000000000-A3JHG_1_2101_21882_9957	1	F3D145	Late
M00967_43_000000000-A3JHG_1_1105_18275_26860	1	F3D2	Early
M00967_43_000000000-A3JHG_1_2106_10410_19621	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1110_25219_18794	1	F3D148	Late
M00967_43_000000000-A3JHG_1_1106_23697_7097	1	F3D145	Late
M00967_43_000000000-A3JHG_1_1104_29281_13264	1	F3D147	Late
M00967_43_000000000-A3JHG_1_2111_14452_16768	9	F3D0	Early
M00967_43_000000000-A3JHG_1_2111_14452_16768	6	F3D1	Early
M00967_43_000000000-A3JHG_1_2111_14452_16768	1	F3D144	Late
M00967_43_000000000-A3JHG_1_2111_14452_16768	1	F3D145	Late
M00967_43_000000000-A3JHG_1_2111_14452_16768	8	F3D146	Late
M00967_43_000000000-A3JHG_1_2111_14452_16768	3	F3D147	Late
M00967_43_000000000-A3JHG_1_2111_14452_16768	3	F3D149	Late
M00967_43_000000000-A3JHG_1_2111_14452_16768	1	F3D150	Late
M00967_43_000000000-A3JHG_1_2111_14452_16768	7	F3D2	Early
M00967_43_000000000-A3JHG_1_2111_14452_16768	3	F3D3	Early
M00967_43_000000000-A3JHG_1_2111_14452_16768	1	F3D5	Early
M00967_43_000000000-A3JHG_1_2111_14452_16768	6	F3D6	Early
M00967_43_000000000-A3JHG_1_2111_14452_16768	4	F3D8	Early
M00967_43_000000000-A3JHG_1_2111_14452_16768	4	F3D9	Early
M00967_43_000000000-A3JHG_1_1114_23881_16039	1	F3D1	Early
M00967_43_000000000-A3JHG_1_1114_13397_2211	1	F3D0	Early
M00967_43_000000000-A3JHG_1_2112_8202_24000	8	F3D0	Early
M00967_43_000000000-A3JHG_1_2112_8202_24000	5	F3D1	Early
M00967_43_000000000-A3JHG_1_2112_8202_24000	9	F3D2	Early
M00967_43_000000000-A3JHG_1_2112_8202_24000	4	F3D3	Early
M00967_43_000000000-A3JHG_1_2112_8202_24000	6	F3D6	Early
M00967_43_000000000-A3JHG_1_2112_8202_24000	4	F3D7	Early
M00967_43_000000000-A3JHG_1_2112_8202_24000	5	F3D8	Early
M00967_43_000000000-A3JHG_1_2112_8202_24000	5	F3D9	Early
M00967_43_000000000-A3JHG_1_1112_25108_12490	1	F3D144	Late
M00967_43_000000000-A3JHG_1_1111_16173_17418	1	F3D142	Late
M00967_43_000000000-A3JHG_1_2110_7469_16799	1	F3D2	Early
M00967_43_000000000-A3JHG_1_2108_15661_13758	1	F3D5	Early
M00967_43_000000000-A3JHG_1_2105_25960_21171	1	F3D9	Early
M00967_43_000000000-A3JHG_1_2110_26207_14420	1	F3D150	Late
M00967_43_000000000-A3JHG_1_2110_26207_14420	1	F3D6	Early
M00967_43_000000000-A3JHG_1_1104_6527_16493	1	F3D2	Early
M00967_43_000000000-A3JHG_1_1110_13999_26329	1	F3D149	Late
M00967_43_000000000-A3JHG_1_2106_15292_3687	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1110_13931_12506	1	F3D145	Late
M00967_43_000000000-A3JHG_1_1114_5788_19276	1	F3D1	Early
M00967_43_000000000-A3JHG_1_2111_16922_20621	1	F3D145	Late
M00967_43_000000000-A3JHG_1_2113_4057_19587	1	F3D147	Late
M00967_43_000000000-A3JHG_1_2102_17332_24887	1	F3D141	Late
M00967_43_000000000-A3JHG_1_1112_6751_17524	1	F3D144	Late
M00967_43_000000000-A3JHG_1_1110_27262_22663	1	F3D144	Late
M00967_43_000000000-A3JHG_1_1105_15675_15142	1	F3D143	Late
M00967_43_000000000-A3JHG_1_1105_15675_15142	1	F3D145	Late
M00967_43_000000000-A3JHG_1_1105_15675_15142	1	F3D8	Early
M00967_43_000000000-A3JHG_1_1105_15675_15142	1	F3D9	Early
M00967_43_000000000-A3JHG_1_1107_10811_19778	1	F3D147	Late
M00967_43_000000000-A3JHG_1_2101_15190_13450	26	F3D0	Early
M00967_43_000000000-A3JHG_1_2101_15190_13450	44	F3D1	Early
M00967_43_000000000-A3JHG_1_2101_15190_13450	6	F3D141	Late
M00967_43_000000000-A3JHG_1_2101_15190_13450	4	F3D142	Late
M00967_43_000000000-A3JHG_1_2101_15190_13450	11	F3D143	Late
M00967_43_000000000-A3JHG_1_2101_15190_13450	14	F3D144	Late
M00967_43_000000000-A3JHG_1_2101_15190_13450	11	F3D145	Late
M00967_43_000000000-A3JHG_1_2101_15190_13450	33	F3D146	Late
M00967_43_000000000-A3JHG_1_2101_15190_13450	23	F3D147	Late
M00967_43_000000000-A3JHG_1_2101_15190_13450	12	F3D148	Late
M00967_43_000000000-A3JHG_1_2101_15190_13450	38	F3D149	Late
M00967_43_000000000-A3JHG_1_2101_15190_13450	25	F3D150	Late
M00967_43_000000000-A3JHG_1_2101_15190_13450	133	F3D2	Early
M00967_43_000000000-A3JHG_1_2101_15190_13450	16	F3D3	Early
M00967_43_000000000-A3JHG_1_2101_15190_13450	37	F3D5	Early
M00967_43_000000000-A3JHG_1_2101_15190_13450	43	F3D6	Early
M00967_43_000000000-A3JHG_1_2101_15190_13450	11	F3D7	Early
M00967_43_000000000-A3JHG_1_2101_15190_13450	40	F3D8	Early
M00967_43_000000000-A3JHG_1_2101_15190_13450	59	F3D9	Early
M00967_43_000000000-A3JHG_1_1106_18589_17554	1	F3D8	Early
M00967_43_000000000-A3JHG_1_2103_16979_24828	1	F3D6	Early
M00967_43_000000000-A3JHG_1_2102_25051_20557	1	F3D5	Early
M00967_43_000000000-A3JHG_1_2105_26015_12877	1	F3D1	Early
M00967_43_000000000-A3JHG_1_1105_7287_9945	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1113_25479_14916	1	F3D8	Early
M00967_43_000000000-A3JHG_1_2112_7963_5767	1	F3D2	Early
M00967_43_000000000-A3JHG_1_1101_10382_22128	1	F3D6	Early
M00967_43_000000000-A3JHG_1_2101_9500_21244	1	F3D3	Early
M00967_43_000000000-A3JHG_1_2108_7624_17316	1	F3D150	Late
M00967_43_000000000-A3JHG_1_2102_6705_15205	1	F3D0	Early
M00967_43_000000000-A3JHG_1_2110_15016_5261	1	F3D147	Late
M00967_43_000000000-A3JHG_1_2110_23990_16750	1	F3D150	Late
M00967_43_000000000-A3JHG_1_1112_18378_12213	1	F3D6	Early
M00967_43_000000000-A3JHG_1_1105_14547_12843	1	F3D0	Early
M00967_43_000000000-A3JHG_1_1102_14615_8833	1	F3D141	Late
M00967_43_000000000-A3JHG_1_1102_14615_8833	1	F3D147	Late
M00967_43_000000000-A3JHG_1_2112_11494_8595	1	F3D3	Early
M00967_43_000000000-A3JHG_1_1105_15601_18021	1	F3D6	Early
M00967_43_000000000-A3JHG_1_2114_21674_11680	1	F3D142	Late
M00967_43_000000000-A3JHG_1_2114_21674_11680	1	F3D145	Late
M00967_43_000000000-A3JHG_1_1108_23966_22243	1	F3D149	Late
M00967_43_000000000-A3JHG_1_2108_17961_17141	1	F3D148	Late
M00967_43_000000000-A3JHG_1_1114_14939_20476	1	F3D9	Early
M00967_43_000000000-A3JHG_1_2110_16282_2095	1	F3D6	Early
M00967_43_000000000-A3JHG_1_2101_22000_19843	1	F3D6	Early
M00967_43_000000000-A3JHG_1_1101_8995_24296	1	F3D1	Early
M00967_43_000000000-A3JHG_1_2102_7871_10547	1	F3D7	Early
M00967_43_000000000-A3JHG_1_2103_9542_23894	1	F3D144	Late
M00967_43_000000000-A3JHG_1_1106_8183_16295	1	F3D1	Early
M00967_43_000000000-A3JHG_1_2102_5852_19432	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1102_26403_8487	1	F3D5	Early
M00967_43_000000000-A3JHG_1_1107_14329_23174	1	F3D1	Early
M00967_43_000000000-A3JHG_1_1107_14329_23174	2	F3D141	Late
M00967_43_000000000-A3JHG_1_1107_14329_23174	1	F3D143	Late
M00967_43_000000000-A3JHG_1_1107_14329_23174	1	F3D145	Late
M00967_43_000000000-A3JHG_1_1107_14329_23174	2	F3D146	Late
M00967_43_000000000-A3JHG_1_1107_14329_23174	6	F3D147	Late
M00967_43_000000000-A3JHG_1_1107_14329_23174	1	F3D148	Late
M00967_43_000000000-A3JHG_1_1107_14329_23174	3	F3D149	Late
M00967_43_000000000-A3JHG_1_1107_14329_23174	2	F3D150	Late
M00967_43_000000000-A3JHG_1_1107_14329_23174	6	F3D2	Early
M00967_43_000000000-A3JHG_1_1107_14329_23174	1	F3D3	Early
M00967_43_000000000-A3JHG_1_1107_14329_23174	1	F3D5	Early
M00967_43_000000000-A3JHG_1_1107_14329_23174	1	F3D7	Early
M00967_43_000000000-A3JHG_1_1107_14329_23174	3	F3D8	Early
M00967_43_000000000-A3JHG_1_1107_14329_23174	4	F3D9	Early
M00967_43_000000000-A3JHG_1_1113_14338_24655	1	F3D146	Late
M00967_43_000000000-A3JHG_1_1102_3841_17770	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1111_3610_17990	1	F3D144	Late
M00967_43_000000000-A3JHG_1_2110_25176_12953	1	F3D2	Early
M00967_43_000000000-A3JHG_1_1101_4190_14354	1	F3D3	Early
M00967_43_000000000-A3JHG_1_1108_27414_14298	1	F3D8	Early
M00967_43_000000000-A3JHG_1_1105_3088_15065	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1101_8868_4602	25	F3D0	Early
M00967_43_000000000-A3JHG_1_1101_8868_4602	53	F3D1	Early
M00967_43_000000000-A3JHG_1_1101_8868_4602	111	F3D141	Late
M00967_43_000000000-A3JHG_1_1101_8868_4602	50	F3D142	Late
M00967_43_000000000-A3JHG_1_1101_8868_4602	66	F3D143	Late
M00967_43_000000000-A3JHG_1_1101_8868_4602	92	F3D144	Late
M00967_43_000000000-A3JHG_1_1101_8868_4602	127	F3D145	Late
M00967_43_000000000-A3JHG_1_1101_8868_4602	77	F3D146	Late
M00967_43_000000000-A3JHG_1_1101_8868_4602	511	F3D147	Late
M00967_43_000000000-A3JHG_1_1101_8868_4602	273	F3D148	Late
M00967_43_000000000-A3JHG_1_1101_8868_4602	282	F3D149	Late
M00967_43_000000000-A3JHG_1_1101_8868_4602	155	F3D150	Late
M00967_43_000000000-A3JHG_1_1101_8868_4602	299	F3D2	Early
M00967_43_000000000-A3JHG_1_1101_8868_4602	214	F3D3	Early
M00967_43_000000000-A3JHG_1_1101_8868_4602	111	F3D5	Early
M00967_43_000000000-A3JHG_1_1101_8868_4602	126	F3D6	Early
M00967_43_000000000-A3JHG_1_1101_8868_4602	114	F3D7	Early
M00967_43_000000000-A3JHG_1_1101_8868_4602	72	F3D8	Early
M00967_43_000000000-A3JHG_1_1101_8868_4602	96	F3D9	Early
M00967_43_000000000-A3JHG_1_1112_24606_18511	16	F3D0	Early
M00967_43_000000000-A3JHG_1_1112_24606_18511	3	F3D1	Early
M00967_43_000000000-A3JHG_1_1112_24606_18511	5	F3D141	Late
M00967_43_000000000-A3JHG_1_1112_24606_18511	6	F3D142	Late
M00967_43_000000000-A3JHG_1_1112_24606_18511	3	F3D143	Late
M00967_43_000000000-A3JHG_1_1112_24606_18511	2	F3D144	Late
M00967_43_000000000-A3JHG_1_1112_24606_18511	12	F3D145	Late
M00967_43_000000000-A3JHG_1_1112_24606_18511	1	F3D146	Late
M00967_43_000000000-A3JHG_1_1112_24606_18511	24	F3D147	Late
M00967_43_000000000-A3JHG_1_1112_24606_18511	21	F3D148	Late
M00967_43_000000000-A3JHG_1_1112_24606_18511	9	F3D149	Late
M00967_43_000000000-A3JHG_1_1112_24606_18511	5	F3D150	Late
M00967_43_000000000-A3JHG_1_1112_24606_18511	54	F3D2	Early
M00967_43_000000000-A3JHG_1_1112_24606_18511	16	F3D3	Early
M00967_43_000000000-A3JHG_1_1112_24606_18511	10	F3D5	Early
M00967_43_000000000-A3JHG_1_1112_24606_18511	4	F3D6	Early
M00967_43_000000000-A3JHG_1_1112_24606_18511	10	F3D7	Early
M00967_43_000000000-A3JHG_1_1112_24606_18511	8	F3D8	Early
M00967_43_000000000-A3JHG_1_1112_24606_18511	13	F3D9	Early
M00967_43_000000000-A3JHG_1_1111_15637_23152	1	F3D2	Early
M00967_43_000000000-A3JHG_1_2103_26632_14477	1	F3D145	Late
M00967_43_000000000-A3JHG_1_1103_14518_16099	1	F3D0	Early
M00967_43_000000000-A3JHG_1_1103_14518_16099	1	F3D141	Late
M00967_43_000000000-A3JHG_1_1113_19958_8814	1	F3D142	Late
M00967_43_000000000-A3JHG_1_2110_22767_24294	1	F3D145	Late
